,ID.PLOT,ID.TRACT,BIO4,tprec,a.tmin,a.tmax,a.tmean,alt,Pop.pa,HHpop,Province,GEZ,pop.d,S.DistToRoad,Expo,Slope,RELIEF,TEXTURE,DRAINAGE,SOM,N0,H,Simp,N1,N2,E1,E2,X1e.05,X110020,X110030,X2e.05,X312000,X321000,X324000,X4e.05,Stem,BA.PLOT,dom.dbh.tree,dom.height.tree,dom.WD.tree,mean.DBH.plot,mean.H.plot,mean.wd.plot,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,FOREST
357,2011141,201114,42.51788909,1065,13.49166667,29.725,21.58333333,1120,1,120,North-Western,Tropical moist deciduous forest,17154.80664,8416.474345,32,1,2,3,0,2,13,1.9364022,0.771045918,6.93375976,4.367688022,0.533366135,0.335976002,5000,0,0,0,0,0,0,0,112,2.77096974,45,20,0.795,22.55357143,10.71428571,0.615405357,39.76752488,8.978170258,-17.97868609,-7.183840373,2.621217188,-61.06801352,-17.97076519,-17.64851792,-22.70925208,33.5857286,-24.74451123,-19.89734172,2.413110134,-27.88185881,21.4333714,15.87334423,58.79136393,59.44906437,-28.02500243,20.47158858,-8.100431831,1.522349387,-16.2975286,-0.41367752,4.904487196,7.531754852,11.65302502,7.886358709,-14.47667785,0.226679236,-16.89297218,-2.029277923,-18.77454009,-96.85287073,-31.77763772,22.01860386,-2.746199362,-7.678823793,-43.92749078,6.18865807,3.603178787,21.49037443,6.337014931,-7.957326051,-24.60575108,39.15225227,16.63962074,-3.688629178,-40.15141192,34.30202846,9.354876916,-20.14078796,46.2352267,22.76255226,-1.386002718,-33.33919187,-13.22428226,-12.14166436,4.105191132,6.285226709,-2.617629271,6.768022425,-6.111076349,-15.51754743,-4.672301881,1.343260181,32.28351094,7.966799094,-35.53704437,7.045943644,14.11067654,5.813223395,26.79283354,53.01636904,-5.05541191,-2.147909073,-11.3239493,0.183186043,27.00841534,-9.74990157,-20.36513066,-45.05901393,-6.983930483,-19.63615693,14.44810511,13.8654109,21.15959632,7.47197827,-8.777098015,-0.860074499,-1.574592797,22.75587346,-4.105534518,2.499011211,2.043409439,2.545169539,-18.20032083,-5.267698822,-5.649677952,-3.558768348,1.359861899,2.716943767,0.49926626,12.52174697,-2.667241465,-1.923123722,-0.984969567,0.199387389,-1.723596583,-0.802550048,0.342925035,-21.09016236,-3.357264747,-3.665215928,-2.012469334,-0.267444077,-5.060862294,15.01291903,-8.030536248,-17.65625406,-3.151389054,-0.81970265,7.257714456,-17.59305856,-0.000484508,-1.743770957,2.830120933,-6.323063934,-1.600719344,2.171203108,-16.02374939,-10.63228738,-0.33761937,2.897446666,-34.32333225,-3.599544843,-1.760784886,-2.105029688,-3.14799523,-2.676931461,-17.84551517,5.636988043,-1.924296152,-20.74466527,-1.258638569,7.119909095,12.39451307,1.452822529,-4.952422374,1
358,2011142,201114,41.75313868,1065,13.49166667,29.725,21.58333333,1120,1,120,North-Western,Tropical moist deciduous forest,17154.80664,8416.474345,30,1,2,3,0,1,6,1.423680569,0.702207414,4.152375452,3.358041958,0.692062575,0.55967366,5000,0,0,0,0,0,0,0,98,3.21723402,67,23,0.758,27.04081633,11.65306122,0.64312449,36.47309959,9.036470851,-17.98956869,-6.112747508,2.604326935,-56.35844909,-14.4792577,-16.43897928,-21.12189614,30.82908445,-22.69021927,-17.16484943,3.569896991,-27.55887709,21.2677316,16.036624,56.91385048,57.7346625,-26.3071159,18.46978467,-8.327274381,1.119812405,-13.21530536,-0.388593355,4.669263858,6.938682361,14.55347211,6.834896254,-13.23771666,0.915490145,-16.08218564,-0.994016764,-19.37821022,-92.47257047,-32.57211493,24.84691631,-4.615818195,-7.513275613,-42.59609284,4.496780058,3.38509385,21.75815473,7.153767345,-11.13386601,-23.30142918,33.15135906,14.36528958,-2.725427955,-39.94579521,32.49580698,9.773236201,-19.20661621,48.07410595,23.05172932,-1.273118569,-40.26997826,-12.96914364,-13.86511964,0.521894928,3.260619528,-4.511595559,6.372121025,-5.410718799,-11.76498219,-3.504135325,-1.369086857,29.29361483,10.67954471,-33.40001158,8.191853314,12.28523691,7.151249259,30.00036209,56.06182585,-4.717214454,-3.809939337,-10.66998145,-0.274576003,36.42596072,-12.18375612,-21.80645251,-47.31562342,-4.876302845,-15.30625128,17.04800217,14.30742908,23.1540167,9.127329792,-12.86553977,-3.282718202,-1.511279836,24.36847781,-8.305867366,1.472666286,2.650315626,2.770089557,-20.58017552,-5.207327446,-6.497536369,-4.088808094,1.742398748,3.874868238,0.508893331,12.08948759,-3.058175755,-1.768283246,-0.755067534,2.408485453,-1.012043883,-2.576967388,1.078183705,-25.23413794,-3.705365047,-3.994560356,-0.461942939,0.320408008,-5.667610893,13.36374594,-13.49016846,-24.4336848,-2.020800978,9.017028272,4.127190471,-11.02588898,3.755416896,-5.296989755,4.705626596,-1.27889557,-0.013492817,0.587051128,-25.44809705,-18.23718599,0.917465829,3.018754716,-31.97052399,-1.828098153,-6.910700877,-2.185236162,1.670243005,-0.382432188,-0.444967504,-3.927752726,-2.745340571,-3.649140399,0.037300541,0.393318369,-0.075133686,0.314422664,0.069376009,1
359,2011143,201114,32.96207569,1065,13.49166667,29.725,21.58333333,1120,1,120,North-Western,Tropical moist deciduous forest,17154.80664,8416.474345,100,1,2,3,0,1,8,1.38582134,0.66364871,3.998108361,2.9730821,0.499763545,0.371635262,5000,0,0,0,0,0,0,0,94,2.81495214,51,18,0.7045,25.89361702,10.87234043,0.578480851,36.47329087,9.039179258,-17.99412006,-6.111344464,2.60456169,-56.35723708,-14.47225246,-16.43847785,-21.12014141,30.82611001,-22.68739075,-17.15887213,3.575779185,-27.56369153,21.27179615,16.03900816,56.91780262,57.74027228,-26.30485004,18.4689925,-8.33051223,1.118147403,-13.19884892,-0.388774801,4.671361167,6.940989583,14.56626673,6.830511619,-13.23110205,0.917953523,-16.08212472,-0.993286798,-19.3759886,-92.4712791,-32.58133899,24.84838514,-4.627151476,-7.511080476,-42.59009701,4.495120825,3.384373626,21.75159035,7.149133497,-11.13267203,-23.30540631,33.13568745,14.35072936,-2.717495713,-39.96089986,32.49635725,9.778972454,-19.20234556,48.07216044,23.05362582,-1.272235961,-40.2824256,-12.97706683,-13.89554327,0.511544906,3.252471881,-4.505277754,6.380093212,-5.413993886,-11.75069944,-3.503558969,-1.375717158,29.28564895,10.68793608,-33.39444204,8.19074213,12.2782156,7.152971566,30.01527322,56.06148001,-4.711708799,-3.80986673,-10.65981568,-0.275898296,36.43843143,-12.18620292,-21.80289882,-47.30526442,-4.865820099,-15.28863805,17.03004313,14.29469407,23.1329259,9.118926801,-12.86176944,-3.280820406,-1.509778847,24.34173929,-8.30618563,1.466177401,2.643328584,2.775192532,-20.57101301,-5.175753291,-6.501350536,-4.086094697,1.737263486,3.862849175,0.508588274,12.08499108,-3.056655659,-1.773120237,-0.757245873,2.417017584,-1.016493882,-2.578424107,1.078799956,-25.29574251,-3.711589607,-3.998616188,-0.462408085,0.32498066,-5.670231094,13.38318996,-13.49766267,-24.45303111,-2.027666181,8.999150334,4.142709139,-11.05452917,3.749378436,-5.291905979,4.70421123,-1.292982287,-0.018839258,0.591389389,-25.43844762,-18.22846835,0.916960781,3.020918653,-31.97659094,-1.829174933,-6.882243296,-2.180015102,1.660411415,-0.388612933,-0.472680377,-3.909583844,-2.7360589,-3.652916233,0.040663993,0.39232738,-0.051615357,0.315335223,0.090779121,1
360,2011144,201114,37.82920096,1065,13.49166667,29.725,21.58333333,1120,1,120,North-Western,Tropical moist deciduous forest,17154.80664,8416.474345,100,1,2,3,0,1,9,1.788684143,0.795061728,5.981576388,4.879518072,0.664619599,0.542168675,5000,0,0,0,0,0,0,0,90,2.37764142,46,25,0.8208,23.93333333,10.84444444,0.617284444,39.76187251,10.60296014,-20.76610239,-6.079713434,2.720371284,-60.37850592,-12.89191909,-17.98904555,-22.06536646,32.09763355,-22.97129609,-16.25495998,5.448442956,-30.23481215,23.43384535,17.53313185,61.06835538,62.33389308,-27.35437197,18.41255753,-9.888923987,0.077219416,-10.39173689,-0.52723378,5.131836928,7.195544853,18.10492987,7.526735444,-12.42033827,1.223840534,-16.18476868,-1.086606693,-18.75280536,-93.73290745,-36.1227176,26.44534423,-7.575445533,-7.196613572,-42.68536094,2.919142783,3.205255951,22.82520594,8.03305756,-12.34311891,-21.93622657,30.73141816,12.39188657,-1.163233771,-43.28408938,28.49300788,11.09964928,-17.56629279,46.22320368,21.86231814,-1.116488681,-41.82126835,-12.46063959,-18.12259673,-0.552295015,1.468319821,-8.274651582,6.065004003,-5.304623481,-9.446674825,-3.278388356,-1.261383657,27.85815423,10.49322572,-30.81061818,12.33446063,10.95313623,9.221428866,27.81061696,55.81648726,-5.270469891,-7.071323128,-9.835080254,-0.310181285,34.97390556,-11.7522196,-19.57276284,-40.96183689,-8.346100889,-8.034688036,21.70699305,13.21815897,21.82096713,8.793739569,-10.80729459,-6.113045076,-1.219096875,22.40586996,-7.304125297,1.946251974,4.857928507,-1.563098385,-10.72442102,-5.016443337,-3.491181845,-2.544041645,0.860366535,1.071937456,0.421152632,7.979716761,-2.239148464,-4.056484638,-2.242362582,3.891475399,0.519520096,-3.767479717,1.456163121,-25.77103459,-0.223150433,2.478420672,6.999009274,7.239272359,3.055389516,0.767375301,-11.21780721,-25.64417164,-2.434431331,10.81327387,4.176515329,-8.780469881,5.838166488,-7.507670516,6.640315131,11.24795037,1.52192286,-0.985366328,-18.76748071,-16.35133386,3.642630568,3.298068571,-33.85129256,-3.227474467,-8.037126381,-2.458933633,5.814518871,0.617531238,-5.238004727,-13.64874511,-0.734842631,2.634058841,-0.117222337,-0.219941835,-3.777118711,5.258545958,7.073276913,1
361,2011151,201115,75.66064944,1074,13.3,28.75833333,21.01666667,1143,1,16,North-Western,Tropical moist deciduous forest,20739.36328,13237.37574,130,4,2,2,1,3,18,2.414693651,0.879053254,11.18634291,8.268101761,0.621463495,0.459338987,0,0,5000,0,0,0,0,0,130,4.69920528,64,27,0.9082,27.6,12.38461538,0.67810832,37.29664133,21.70551015,-38.61959427,-0.626553553,4.061893325,-51.0759021,9.619610077,-9.860697593,-12.39787428,17.13054378,-14.04366121,-0.944964244,16.08622518,-47.25435988,34.74623184,19.65957608,60.40549448,63.04530164,-17.87640685,11.29213402,-10.58370974,-5.360865651,26.74692216,-1.123737245,6.401549782,7.714830306,60.72328868,-15.19900741,14.26854158,8.337194511,-10.29807661,5.268298594,-20.13272879,-56.71201222,-41.25160752,39.07720394,-25.61036588,2.102893712,-16.26318736,5.818127424,1.271952334,-2.708458182,-6.603881788,-3.714080661,-18.39230789,-17.72111246,-28.51048454,16.71284026,-47.72837661,35.65117898,11.24149542,-5.358124726,22.18524163,11.34583861,1.576163314,-58.52752439,-29.69113846,-53.11350145,-24.96523518,-16.78200369,7.502924556,20.41717176,-9.26401194,22.6922558,-5.112358608,-1.108222072,-2.660482859,8.738708757,3.395955647,-9.131779675,-11.35340414,17.56745914,29.44313132,26.80739776,5.185688827,15.76570931,15.36318651,-2.720255395,34.75876848,-8.78372645,-1.522328137,2.537591672,13.92295618,2.522738885,-20.69195656,-10.29018345,-17.24937739,-7.037939638,3.655082765,10.61130049,0.81503267,-27.41990149,9.968723857,-2.868470095,-16.42112408,16.57879117,-2.219114288,31.9265741,-8.291325161,-2.6760865,-1.84589477,-7.640450794,-0.253838272,-2.512202358,-0.508729961,-1.723784381,-0.03520248,10.22092813,-6.996058071,-3.265256951,1.24224041,-49.20221171,-5.216476969,-3.717988109,3.500385184,3.608568055,0.486823554,1.980860471,-6.056304547,-9.498053628,-2.4057022,-6.503594578,6.969652953,-11.88802673,-3.074554051,2.832875895,-0.722597951,-6.930079311,-2.938264167,1.487311132,12.86139179,10.83599171,1.921679329,0.493835198,14.84168541,2.084195157,12.33592453,3.445770271,-4.785597975,-2.318038141,-5.914627379,12.04087524,5.811018137,1.998625801,0.003006737,-1.339467156,6.604995907,-0.822265874,6.136060747,1
362,2011152,201115,89.94072429,1074,13.3,28.75833333,21.01666667,1143,1,16,North-Western,Tropical moist deciduous forest,20739.36328,13237.37574,162,3,2,2,1,3,13,2.232850377,0.868790376,9.326412015,7.62139219,0.717416309,0.586260938,0,0,5000,0,0,0,0,0,134,4.29582384,53,27,0.9082,25.64179104,13.70149254,0.727470815,33.75683688,21.01979085,-37.32406977,-0.040523665,4.031720082,-46.41205992,10.43743507,-7.97151105,-10.81006307,14.60621168,-12.85637392,-0.37129608,14.72407702,-46.14003284,33.502965,18.55772534,56.22460736,58.30229305,-16.38353507,9.307557591,-9.165586925,-5.440023715,25.80963349,-1.082379358,5.492608085,6.468997958,61.71322953,-17.02391554,15.81149162,8.669951742,-9.266564738,6.190168386,-21.16993514,-50.85481842,-38.71346615,41.21043668,-24.41063415,2.518688891,-14.56325271,6.5851674,1.238969826,-4.121188952,-7.009224019,-3.194525664,-16.23664231,-19.57512673,-30.35041491,16.8934637,-44.7781047,38.59513225,9.543461232,-5.778256528,21.00364935,9.443689865,1.780523861,-60.70911105,-31.33911474,-49.76974436,-26.83340071,-18.11650974,6.706334328,21.40230726,-9.926160315,23.69514809,-6.592349522,2.241069218,-3.345509327,5.486643252,5.809252125,-12.76977184,-13.17104913,21.60528319,28.15666739,29.40782511,4.8115643,21.53053847,17.26508999,-3.359622473,38.0208363,-9.623128695,-1.237701066,3.197603144,13.73964611,-4.995337516,-22.03627199,-8.523689799,-14.67735626,-6.158645575,4.407693039,15.66439511,0.438396566,-27.3420974,16.73616842,-0.677485943,-21.43299219,23.01041477,-8.771676463,31.0733576,-10.51032448,-5.434406995,-0.216553744,-5.531850918,-0.116990865,0.320772621,-2.376172784,-2.185215254,-0.037011383,11.16990275,-9.668983709,-4.519260672,1.5451208,-49.35835258,-4.622853641,-2.778926342,8.857552951,5.100397838,4.222608452,-11.46247464,-7.640806806,-9.905552484,0.153397236,4.815634948,2.551854493,-7.033366351,-0.026121865,-0.948948386,2.317740824,-5.828068252,-1.798076947,0.374703271,13.81117739,17.78334873,8.239799295,5.506719331,17.60222154,3.452596988,10.40028731,1.094526746,-6.664831677,-3.088944012,-12.57777633,4.95958028,2.547893812,-0.052252712,0.981283003,-0.328476145,3.660351081,-0.042202266,2.398651677,1
363,2011153,201115,37.12223584,1074,13.3,28.75833333,21.01666667,1143,1,16,North-Western,Tropical moist deciduous forest,20739.36328,13237.37574,180,3,2,2,1,3,7,1.57100476,0.74537037,4.811480147,3.927272727,0.687354307,0.561038961,0,0,5000,0,0,0,0,0,72,1.15383114,40,25,0.9082,18.69444444,11.55555556,0.741142185,33.75552628,21.02332033,-37.3294716,-0.039202991,4.032272139,-46.40801296,10.44213864,-7.966922448,-10.8060975,14.60076119,-12.85437939,-0.368785385,14.72507655,-46.14481027,33.50551176,18.55625852,56.22036679,58.29763805,-16.37968627,9.306681498,-9.162740575,-5.440457159,25.81749476,-1.08247407,5.492267308,6.468820761,61.72446672,-17.03446295,15.82089889,8.671763097,-9.263754552,6.192788225,-21.17232461,-50.83577507,-38.70665084,41.21224146,-24.41035437,2.522408016,-14.5514379,6.590148701,1.238504014,-4.133876382,-7.016737171,-3.187864786,-16.23563958,-19.59080863,-30.36206159,16.89695767,-44.76611582,38.60158293,9.538580938,-5.774495564,20.99065492,9.438013769,1.78127985,-60.704403,-31.34343349,-49.76712903,-26.83867286,-18.11886445,6.71987328,21.40522748,-9.925327055,23.70326415,-6.592430605,2.242334331,-3.360784166,5.482175187,5.825911929,-12.78722432,-13.17876745,21.60159299,28.1484785,29.37877058,4.816801397,21.54683551,17.2738256,-3.359512882,38.00594794,-9.617524673,-1.228336059,3.217287002,13.75501538,-5.001660773,-22.06251328,-8.534244359,-14.69509495,-6.165994553,4.413675795,15.67480309,0.439018444,-27.36102051,16.74191721,-0.679566888,-21.44188688,23.01914716,-8.775182674,31.07951364,-10.51178015,-5.434879218,-0.215696123,-5.528655592,-0.117391572,0.317859604,-2.374596927,-2.175635763,-0.031384952,11.16389636,-9.671703446,-4.513991565,1.543344378,-49.32333152,-4.626443833,-2.789286306,8.841594579,5.08413252,4.210620288,-11.45369975,-7.627834709,-9.868128614,0.15774476,4.801002757,2.544444713,-7.016688825,-0.034966701,-0.936904046,2.306395877,-5.85260967,-1.801189051,0.376421696,13.83167549,17.80167959,8.225080607,5.494130618,17.65907049,3.458601939,10.40123989,1.099202504,-6.665400524,-3.085679372,-12.54204813,4.978312224,2.547232955,-0.04887389,0.978857565,-0.331326501,3.648776586,-0.050928382,2.380646237,1
364,2011154,201115,70.17240431,1074,13.3,28.75833333,21.01666667,1143,1,16,North-Western,Tropical moist deciduous forest,20739.36328,13237.37574,10,2,2,2,1,3,15,2.329999948,0.87338843,10.277941,7.898172324,0.685196067,0.526544822,0,0,5000,0,0,0,0,0,110,3.83487258,53,27,1.1351,26.89090909,13.14545455,0.723025052,36.28604657,23.525994,-41.52063626,0.542091034,4.298009667,-49.1082722,13.20773979,-7.910729589,-10.40457466,13.80903429,-12.49637324,0.681645427,15.09978708,-50.41721158,36.05133183,19.1777533,58.04894026,59.83746689,-16.84464381,8.08369452,-9.441385199,-6.858354741,28.16731605,-1.265477662,5.377408543,6.08304701,66.54403375,-19.52146143,20.11001356,9.418153446,-8.819314696,6.374463529,-21.03202751,-48.30855252,-38.76375307,44.42100254,-24.48184011,3.318004226,-12.64493299,6.473702978,0.990615138,-5.645249999,-7.517456177,-0.370561361,-12.9059528,-21.10893238,-33.24985143,18.04807128,-43.85466325,38.73755141,9.076818344,-4.597517759,16.74607866,7.404187177,2.131904066,-59.00508082,-35.17047614,-46.49397779,-29.04914234,-19.77338184,2.99192726,22.00241951,-10.60906531,22.75181756,-8.249282465,5.711162452,-2.941578782,2.209560559,6.650370599,-14.32929312,-13.05574094,20.60024574,26.82173672,24.11374041,6.230051018,21.0547602,21.6437367,-3.091613927,32.76449753,-8.736605466,-0.091527016,6.419497581,10.51058662,-8.962963738,-21.44111673,-8.145738946,-14.54736632,-6.354665951,4.126475962,15.02785366,0.244390737,-23.87295557,16.22529911,0.145949811,-17.2010127,20.84411039,-8.875903154,27.87669364,-10.47011562,-5.661157328,-0.009142515,-4.305624971,0.145531942,0.881026175,-6.568689188,-14.45325397,-8.001258101,12.53493945,-2.558252438,-2.883139841,0.8488054,-40.1171902,-0.982901717,2.843762755,7.874306865,5.306143801,3.450443186,-7.509677228,-6.637251142,-9.41675481,1.362719012,9.719865661,0.075890569,-3.479249533,1.294862566,-2.396020072,3.234902074,-8.689811879,-1.69991567,0.381008397,4.700122618,17.61929037,9.445829317,10.08834765,7.028122309,4.535108933,19.74980325,0.50542087,-7.7000807,-4.942597666,-16.96468017,-6.733263328,-1.926496701,4.509420343,7.874328989,-3.659731081,11.1954089,-0.811489343,11.79047356,1
365,2011161,201116,89.76517075,1106,12.81666667,28.01666667,20.4,1216,1,14,North-Western,Tropical moist deciduous forest,6386.253906,20169.18643,0,0,1,5,1,1,12,1.893156017,0.809322546,6.640292522,5.244458518,0.55335771,0.43703821,0,0,5000,0,0,0,0,0,182,5.01422922,59,19,0.975,24.25274725,13.12087912,0.686481444,28.66952662,37.50945504,-61.40080101,3.98289575,6.785849878,-29.77327845,21.5828671,14.23285408,5.624587573,-5.838854467,-9.015627707,0.690364519,11.51001213,-61.18950793,39.68313729,7.951057305,33.60561196,32.17736304,-3.494892183,13.05031837,6.833899389,-2.44450133,35.89109618,-1.060825199,3.088751289,5.975296254,80.17886863,-49.88645786,38.32355415,10.90241818,-1.555167765,12.38991746,-30.55487177,3.096582749,-2.294512224,35.06251623,-6.231204762,10.49913841,13.5351525,25.31318766,0.955346877,-35.02682026,-25.92829727,18.29466549,-17.02283858,-36.45515883,-37.77384598,13.80716162,5.337546428,55.79428653,-8.876419692,-2.975678358,-4.423412296,-0.677515442,1.785737191,-23.39744495,-28.52360041,-8.855425671,-19.328445,-6.745926412,38.58748645,16.65826869,-2.867524694,15.70154789,-4.498325466,4.170195346,-19.63100209,-4.593098465,20.26282646,-41.94361778,-12.16832953,-1.638136087,3.901660312,-27.22118789,9.58853605,38.61672696,13.44828382,0.061299307,-5.455344339,3.394939459,4.590920788,9.208000855,28.83411701,-25.24597341,-38.73233425,-11.39651464,-19.68004563,-8.194343258,4.875825405,15.80437672,0.34620821,-19.82489547,7.534139605,-2.015073737,-12.19726791,19.19933215,-18.9327588,7.305185374,-6.865265067,-4.240459998,2.710258077,6.692350922,-0.203630352,3.224807868,0.315144945,10.85444352,6.925089429,-4.725280027,-7.875852211,4.595961452,-1.643953856,30.7347466,-5.81210441,-13.90945004,-16.63618512,-18.963233,-16.56622056,14.97680219,7.136419174,28.64266304,3.944618297,-10.8993644,-4.690407416,7.93045716,-8.581127008,10.86077456,-9.170603036,-13.88459371,-2.296674731,1.913679237,5.738061212,3.648903077,-10.43928135,-8.295933341,19.79473217,1.545480031,-5.170941896,1.785281058,3.784843151,3.267194859,20.29203515,7.501368736,1.358061181,1.68002208,-4.828598899,0.91400621,-8.019923655,-3.86245411,-12.993847,1
366,2011162,201116,89.19192674,1106,12.81666667,28.01666667,20.4,1216,1,14,North-Western,Tropical moist deciduous forest,6386.253906,20169.18643,280,0,1,5,1,1,16,2.263653749,0.865185185,9.618167411,7.417582418,0.601135463,0.463598901,0,0,5000,0,0,0,0,0,180,5.12889762,64,22,0.975,24.94444444,13.44444444,0.696094363,25.4113995,35.86917079,-58.5101004,3.920031946,6.657875087,-25.84676915,19.88968968,15.67296792,6.471666843,-6.9724299,-8.784667288,-0.279728796,9.617413099,-58.39129181,37.45491042,6.496782274,29.57467585,27.71869715,-2.548865102,13.13956035,8.313617386,-1.387624816,32.86161529,-0.919392915,2.641209553,5.731375364,76.28848274,-50.25316469,37.20253358,10.5356846,-1.54726552,12.3965602,-31.09912615,3.702256872,1.007460161,33.39023945,-3.295470377,10.05070316,13.19384942,26.70894838,1.153327532,-35.61566349,-26.52474998,19.23270619,-18.45003939,-33.42823858,-35.32522596,12.1033227,8.156259578,59.50063588,-9.976120508,-4.774304699,-1.949629483,0.799767277,1.592769462,-22.08483912,-28.8178188,-4.773432921,-17.9950293,-4.832510623,41.6512952,16.80399537,-3.01251207,12.98448296,-4.694026348,3.939318089,-17.33348175,-4.099753472,16.69880852,-45.01684953,-10.38111975,-3.490242139,6.627017131,-25.12677106,9.809257191,40.79188168,12.02193379,0.087082617,-2.885368005,2.542095813,1.664970874,1.379612259,31.17990184,-31.89558014,-41.31454188,-9.456299218,-16.88900099,-7.254053875,2.220762404,17.76671202,-0.005242441,-16.15265082,5.889396154,-2.331892976,-13.63941753,22.54081385,-28.35386924,6.537314765,-9.696082103,-5.684158426,3.482987764,9.170406018,-0.082204529,7.604432305,-0.644203343,12.19173331,7.823091201,-5.609103371,-8.819546125,5.137142397,-1.772106939,26.42235447,-8.830447708,-18.9831762,-21.84284993,-23.28993638,-23.25917201,26.09764842,2.845850519,23.30489004,3.505808712,-9.868813341,-3.488263722,3.234805686,-8.504653018,10.16325203,-8.460626892,-21.93584853,-3.102922734,2.930557803,-6.396577565,-3.02340916,-9.404755796,-5.296078289,5.473738034,1.391216543,-5.022148259,0.330508964,0.599863752,0.964098158,11.67944279,5.773769252,-1.855302083,-4.029137062,-1.411661663,0.686594222,-0.94502466,-0.944213037,-2.163418516,1
