,ID.PLOT,ID.LUS,BIO4,X80.LandUse,X82.Designation,X83.LandTenure,X85.FireOccurrence,X86c.FireAreaM2,X87.FireType,X88.ExpectedFutureTrees,X92.TreeCanopyCoverage,N0,H,Simp,N1,N2,E1,E2,tprec,a.tmin,a.tmax,a.tmean,alt,Pop.pa,HHpop,Province,GEZ,pop.d,S.DistToRoad,Expo,Slope,RELIEF,TEXTURE,DRAINAGE,SOM,FOREST
257,2010524,201052401,43.71258439,110030,99,6,3,5000,2,2,3,8,1.927392126,0.8359375,6.871566675,6.095238095,0.858945834,0.761904762,1429,14.54166667,26.55833333,20.525,1234,1,537,Luapula,Tropical moist deciduous forest,19712.32227,3842.492969,NA,1,1,2,2,1,1
271,2010562,201056201,46.46031467,110030,6,4,2,5000,2,3,5,10,1.775940975,0.750565867,5.905835769,4.00907441,0.590583577,0.400907441,1159,12.6,24.21666667,18.375,1646,1,NA,Northern,Tropical moist deciduous forest,26920.42773,11419.60561,290,1,1,3,0,1,1
272,2010563,201056301,53.16074072,110030,6,4,2,500,2,3,5,8,1.401606659,0.618622449,4.061720528,2.622073579,0.507715066,0.327759197,1159,12.6,24.21666667,18.375,1646,1,NA,Northern,Tropical moist deciduous forest,26920.42773,11419.60561,270,1,1,3,0,2,1
273,2010564,201056401,33.95229761,110030,6,4,2,3200,2,3,5,8,1.410957957,0.630102041,4.099881035,2.703448276,0.512485129,0.337931034,1159,12.6,24.21666667,18.375,1646,1,NA,Northern,Tropical moist deciduous forest,26920.42773,11419.60561,115.5,1,1,3,0,1,1
274,2010571,201057101,33.6843258,110020,90,90,NA,NA,NA,2,3,19,2.524166928,0.8865625,12.48049378,8.815426997,0.656868094,0.463969842,1030,13.96666667,25.95833333,19.94166667,1353,1,0,Northern,Tropical moist deciduous forest,15340.03809,2888.696913,1,3,1,4,0,1,1
275,2010572,201057201,69.38315535,110020,90,6,2,5000,2,1,3,18,2.182041489,0.826529264,8.864384341,5.764661081,0.492465797,0.320258949,1030,13.96666667,25.95833333,19.94166667,1353,1,0,Northern,Tropical moist deciduous forest,15340.03809,2888.696913,1,3,1,2,0,2,1
276,2010573,201057301,33.19139569,110020,90,6,2,5000,2,1,3,20,2.596578025,0.899176955,13.41774419,9.918367347,0.67088721,0.495918367,1030,13.96666667,25.95833333,19.94166667,1353,1,0,Northern,Tropical moist deciduous forest,15340.03809,2888.696913,1,3,1,3,0,1,1
280,2010581,201058101,57.50197781,110020,6,4,2,5000,2,1,4,10,1.987369216,0.828282828,7.296313466,5.823529412,0.729631347,0.582352941,908,17.175,29.50833333,23.325,713,0,0,Eastern,Tropical dry forest,33890.68359,27778.61569,97,3,1,1,1,1,1
281,2010582,201058201,66.94666364,110020,6,4,2,5000,2,1,4,9,1.962204344,0.828254848,7.114993682,5.822580645,0.790554854,0.646953405,908,17.175,29.50833333,23.325,713,0,0,Eastern,Tropical dry forest,33890.68359,27778.61569,90,3,1,1,0,0,1
282,2010583,201058301,56.38124461,110020,6,4,2,5000,2,1,4,11,2.025231693,0.828402367,7.577866478,5.827586207,0.688896953,0.529780564,908,17.175,29.50833333,23.325,713,0,0,Eastern,Tropical dry forest,33890.68359,27778.61569,128,3,1,1,0,0,1
283,2010584,201058401,46.66618506,110020,6,4,2,5000,2,1,4,7,1.575458105,0.74,4.832955112,3.846153846,0.690422159,0.549450549,908,17.175,29.50833333,23.325,713,0,0,Eastern,Tropical dry forest,33890.68359,27778.61569,90,3,1,2,1,1,1
286,2010592,201059201,33.21487834,110020,90,6,2,5000,2,1,1,8,1.34797496,0.595679012,3.849621994,2.473282443,0.481202749,0.309160305,892,17.225,29.21666667,23.2,721,1,1041,Eastern,Tropical dry forest,18422.90625,178.269941,240,5,1,1,0,2,1
287,2010593,201059301,27.71312459,110020,90,6,2,5000,2,1,3,10,1.737987686,0.731481481,5.685890107,3.724137931,0.568589011,0.372413793,892,17.225,29.21666667,23.2,721,1,1041,Eastern,Tropical dry forest,18422.90625,178.269941,220,5,1,2,1,1,1
290,2010601,201060101,99.96031298,110010,6,6,1,5000,0,3,5,25,2.660282829,0.902423469,14.30033308,10.24836601,0.572013323,0.409934641,1398,11.81666667,27.04166667,19.425,1453,1,696,North-Western,Tropical moist deciduous forest,5124.520996,6665.136184,0,1,1,3,0,2,1
299,2010611,201061101,51.97852087,110030,4,4,2,4680,2,3,4,18,2.304064041,0.832986256,10.01480043,5.987531172,0.556377801,0.332640621,1373,12.3,26.98333333,19.61666667,1405,1,14,North-Western,Tropical moist deciduous forest,10957.75293,14275.62624,135,10.5,3,3,0,2,1
300,2010621,201062101,31.12731511,110030,90,6,2,5000,2,3,4,9,1.752972679,0.754285714,5.771734717,4.069767442,0.641303857,0.452196382,1320,12.49166667,27,19.725,1386,1,610,North-Western,Tropical moist deciduous forest,15439.8252,13803.44432,285,2,2,3,1,2,1
301,2010622,201062201,26.17644359,110030,90,6,2,5000,2,3,4,13,1.876766514,0.741357768,6.532348421,3.866344605,0.50248834,0.297411123,1320,12.49166667,27,19.725,1386,1,610,North-Western,Tropical moist deciduous forest,15439.8252,13803.44432,282,1,2,2,1,2,1
302,2010623,201062301,17.1039835,110030,90,6,2,5000,2,3,4,12,2.028097123,0.794921875,7.599611462,4.876190476,0.633300955,0.406349206,1320,12.49166667,27,19.725,1386,1,610,North-Western,Tropical moist deciduous forest,15439.8252,13803.44432,NA,NA,NA,NA,NA,NA,1
309,2010642,201064201,43.07505706,110030,90,6,2,5000,2,3,4,24,3.033219541,0.942040816,20.76397555,17.25352113,0.865165648,0.718896714,1302,11.84166667,26.50833333,19.14166667,1437,0,0,North-Western,Tropical moist deciduous forest,26626.12891,26826.05932,295,2,3,3,2,3,1
312,2010651,201065101,82.98842406,110030,6,1,1,5000,0,1,5,23,2.851310875,0.931851852,17.31045882,14.67391304,0.752628644,0.637996219,1324,11.525,26.25833333,18.86666667,1483,0,0,North-Western,Tropical moist deciduous forest,12751.37207,3060.747559,290,1,1,2,0,3,1
313,2010652,201065201,51.38972378,110030,7,6,1,5000,0,3,4,23,2.889578964,0.932966024,17.98573536,14.91780822,0.781988494,0.648600357,1324,11.525,26.25833333,18.86666667,1483,0,0,North-Western,Tropical moist deciduous forest,12751.37207,3060.747559,273,1,1,4,0,2,1
314,2010653,201065301,73.17537843,110030,7,6,1,5000,0,3,5,26,3.032851377,0.942156706,20.75633243,17.28808864,0.798320478,0.664926486,1324,11.525,26.25833333,18.86666667,1483,0,0,North-Western,Tropical moist deciduous forest,12751.37207,3060.747559,110,1,1,4,0,2,1
315,2010654,201065401,80.05331186,110030,7,6,1,5000,0,3,4,23,2.738400999,0.912414966,15.46224118,11.41747573,0.672271356,0.496411988,1324,11.525,26.25833333,18.86666667,1483,0,0,North-Western,Tropical moist deciduous forest,12751.37207,3060.747559,205,1,1,4,0,2,1
323,2010664,201066401,54.83861842,110030,90,6,2,5000,2,2,3,10,1.782512321,0.7664,5.944772852,4.280821918,0.594477285,0.428082192,1282,12.09166667,26.85,19.44166667,1351,1,38,North-Western,Tropical moist deciduous forest,13133.55176,7129.675648,270,2,1,5,2,1,1
324,2010671,201067101,41.43504603,110030,2,4,2,5000,2,3,4,13,2.168559233,0.836734694,8.745674477,6.125,0.672744191,0.471153846,1233,13.74166667,27.525,20.60833333,1138,1,204,Luapula,Tropical moist deciduous forest,12912.22949,9354.246469,NA,5,1,2,1,2,1
325,2010672,201067201,49.68649522,110030,2,4,2,5000,2,3,4,7,1.406672239,0.678200692,4.082347697,3.107526882,0.583192528,0.443932412,1233,13.74166667,27.525,20.60833333,1138,1,204,Luapula,Tropical moist deciduous forest,12912.22949,9354.246469,NA,5,1,2,1,2,1
326,2010673,201067301,45.97551984,110030,2,4,2,5000,2,3,4,5,0.841247442,0.395555556,2.319258313,1.654411765,0.463851663,0.330882353,1233,13.74166667,27.525,20.60833333,1138,1,204,Luapula,Tropical moist deciduous forest,12912.22949,9354.246469,NA,5,1,2,1,2,1
327,2010674,201067401,39.40629448,110030,2,4,2,5000,2,3,4,5,1.026538819,0.576675849,2.791387598,2.362255965,0.55827752,0.472451193,1233,13.74166667,27.525,20.60833333,1138,1,204,Luapula,Tropical moist deciduous forest,12912.22949,9354.246469,NA,5,1,2,1,2,1
333,2010683,201068301,60.7712387,110030,90,90,NA,NA,NA,NA,NA,12,2.198579527,0.867346939,9.012202813,7.538461538,0.751016901,0.628205128,1292,14.025,26.81666667,20.4,1208,1,189,Luapula,Tropical moist deciduous forest,18606.27344,3251.641798,NA,2,1,3,0,2,1
345,2010723,201072301,23.01410802,110030,7,1,2,5000,2,1,3,24,2.85116345,0.92351717,17.30790701,13.07482993,0.721162792,0.54478458,1032,13.71666667,25.43333333,19.54166667,1386,0,0,Northern,Tropical moist deciduous forest,18769.37109,9525.723351,1,3,1,4,1,1,1
347,2010741,201074101,91.09544365,110020,6,4,2,5000,2,1,4,1,0,0,1,1,1,1,902,17.08333333,29.91666667,23.46666667,641,1,2015,Eastern,Tropical dry forest,17310.33594,722.1196018,323,3,1,2,1,1,1
348,2010742,201074201,101.912343,110020,6,4,2,5000,2,1,4,3,0.30833869,0.138013087,1.361161923,1.160110421,0.453720641,0.386703474,902,17.08333333,29.91666667,23.46666667,641,1,2015,Eastern,Tropical dry forest,17310.33594,722.1196018,180,4,1,2,1,1,1
349,2010743,201074301,97.71704152,110020,4,4,2,5000,2,1,4,3,0.253067332,0.106481481,1.287969995,1.119170984,0.429323332,0.373056995,902,17.08333333,29.91666667,23.46666667,641,1,2015,Eastern,Tropical dry forest,17310.33594,722.1196018,250,3,1,1,1,1,1
350,2010744,201074401,93.80318307,110020,4,4,2,5000,2,1,3,6,0.885971436,0.415289256,2.42533931,1.71024735,0.404223218,0.285041225,902,17.08333333,29.91666667,23.46666667,641,1,2015,Eastern,Tropical dry forest,17310.33594,722.1196018,285,3,1,1,0,2,1
355,2010753,201075301,21.09995337,110030,7,6,2,5000,2,1,3,14,2.326950186,0.879132231,10.24664348,8.273504274,0.731903106,0.590964591,901,14.5,26.98333333,20.70833333,1116,1,342,Eastern,Tropical moist deciduous forest,12455.98926,3334.487975,180,2,1,2,0,2,1
358,2010781,201078101,72.33042825,110030,6,6,2,5000,2,2,4,17,2.085850063,0.784514244,8.051432795,4.640677966,0.473613694,0.272981057,1225,13.04166667,28.03333333,20.50833333,1195,1,NA,North-Western,Tropical moist deciduous forest,8366.416992,4226.824823,115,2,3,2,1,2,1
359,2010782,201078201,59.81911169,110030,6,6,2,5000,2,2,4,15,1.85241233,0.718537415,6.375180024,3.552870091,0.425012002,0.236858006,1225,13.04166667,28.03333333,20.50833333,1195,1,NA,North-Western,Tropical moist deciduous forest,8366.416992,4226.824823,115,2,3,2,1,2,1
360,2010783,201078301,83.5208604,110030,6,6,2,5000,2,2,4,14,2.200980059,0.85755935,9.033862885,7.020467836,0.64527592,0.501461988,1225,13.04166667,28.03333333,20.50833333,1195,1,NA,North-Western,Tropical moist deciduous forest,8366.416992,4226.824823,12,2,2,1,2,1,1
361,2010784,201078401,62.32034635,110030,6,6,2,5000,2,2,4,21,2.278808404,0.824128863,9.765037498,5.685981308,0.465001786,0.270761015,1225,13.04166667,28.03333333,20.50833333,1195,1,NA,North-Western,Tropical moist deciduous forest,8366.416992,4226.824823,10,2,3,7,2,1,1
362,2010791,201079101,44.94009367,110030,4,4,2,5000,2,3,4,14,1.803698701,0.674382716,6.072064732,3.071090047,0.433718909,0.219363575,1232,12.65,27.575,20.075,1249,1,NA,North-Western,Tropical moist deciduous forest,26740.77148,29527.15366,170,2,3,3,1,2,1
363,2010792,201079201,29.29890324,110030,4,4,2,5000,2,3,4,13,2.07456874,0.813271605,7.961112412,5.355371901,0.612393262,0.411951685,1232,12.65,27.575,20.075,1249,1,NA,North-Western,Tropical moist deciduous forest,26740.77148,29527.15366,90,2,3,3,1,2,1
364,2010793,201079301,31.69755059,110030,4,4,2,5000,2,3,4,13,2.295177646,0.87654321,9.926199203,8.1,0.763553785,0.623076923,1232,12.65,27.575,20.075,1249,1,NA,North-Western,Tropical moist deciduous forest,26740.77148,29527.15366,85,1,3,3,1,2,1
365,2010794,201079401,38.5849079,110030,4,4,2,5000,2,3,4,18,2.51540165,0.889129259,12.37157683,9.019512195,0.687309824,0.501084011,1232,12.65,27.575,20.075,1249,1,NA,North-Western,Tropical moist deciduous forest,26740.77148,29527.15366,110,2,3,3,1,2,1
366,2010801,201080101,78.25432932,110030,6,6,2,5000,2,2,4,13,1.92731281,0.786501377,6.871021671,4.683870968,0.528540129,0.360297767,1254,12.20833333,27.125,19.65,1308,0,0,North-Western,Tropical moist deciduous forest,15243.38086,11057.40416,265,2,2,3,1,3,1
367,2010802,201080201,44.48769534,110030,90,6,2,2000,2,2,5,21,2.795661008,0.92508918,16.37344816,13.34920635,0.779688008,0.635676493,1254,12.20833333,27.125,19.65,1308,0,0,North-Western,Tropical moist deciduous forest,15243.38086,11057.40416,280,2,2,3,1,3,1
368,2010803,201080301,73.59726187,110030,4,6,2,2000,2,2,4,19,2.324683473,0.829437546,10.22344358,5.862955032,0.538075978,0.308576581,1254,12.20833333,27.125,19.65,1308,0,0,North-Western,Tropical moist deciduous forest,15243.38086,11057.40416,270,2,3,1,1,3,1
369,2010804,201080401,56.83711644,110030,6,6,2,5000,2,2,4,13,1.994697863,0.8064,7.349981992,5.165289256,0.56538323,0.397329943,1254,12.20833333,27.125,19.65,1308,0,0,North-Western,Tropical moist deciduous forest,15243.38086,11057.40416,270,2,2,3,1,3,1
370,2010811,201081101,80.05959246,110030,7,6,NA,NA,NA,2,4,26,2.807663128,0.913462291,16.57114828,11.55565611,0.637351857,0.444448312,1245,12.33333333,27.35833333,19.81666667,1238,1,250,North-Western,Tropical moist deciduous forest,3541.647461,1691.946001,NA,2,1,3,1,2,1
371,2010812,201081201,45.2580368,110030,6,6,2,5000,2,2,5,25,2.796278275,0.915631848,16.38355807,11.85281385,0.655342323,0.474112554,1245,12.33333333,27.35833333,19.81666667,1238,1,250,North-Western,Tropical moist deciduous forest,3541.647461,1691.946001,NA,3,1,3,1,2,1
374,2010821,201082101,68.59383058,110030,90,6,2,5000,2,3,4,11,1.559865784,0.669378698,4.758182576,3.024608501,0.432562052,0.274964409,1269,11.89166667,26.75833333,19.3,1363,1,152,North-Western,Tropical moist deciduous forest,20335.33008,19420.84903,0,2,1,4,1,1,1
375,2010822,201082201,67.65724874,110030,90,6,2,5000,2,3,4,8,1.277387353,0.573881374,3.58725524,2.346764347,0.448406905,0.293345543,1269,11.89166667,26.75833333,19.3,1363,1,152,North-Western,Tropical moist deciduous forest,20335.33008,19420.84903,0,2,5,2,1,1,1
376,2010823,201082301,80.05260936,110030,90,6,2,5000,2,3,4,8,1.468489597,0.644367551,4.342671001,2.811891892,0.542833875,0.351486486,1269,11.89166667,26.75833333,19.3,1363,1,152,North-Western,Tropical moist deciduous forest,20335.33008,19420.84903,180,1,1,4,1,1,1
377,2010824,201082401,70.94245499,110030,90,6,2,5000,2,3,4,9,1.532958966,0.664293343,4.631862086,2.978791092,0.514651343,0.330976788,1269,11.89166667,26.75833333,19.3,1363,1,152,North-Western,Tropical moist deciduous forest,20335.33008,19420.84903,0,1,1,5,2,1,1
402,2010861,201086101,23.86138318,110030,99,6,2,5000,2,3,2,9,1.946193407,0.832179931,7.001983084,5.958762887,0.77799812,0.662084765,1096,13.99166667,26.44166667,20.19166667,1250,1,NA,Central,Tropical moist deciduous forest,15207.72754,66.5443227,340,1,1,6,2,2,1
403,2010862,201086201,20.19259341,110030,99,6,3,5000,2,1,4,9,1.917349523,0.822916667,6.802903613,5.647058824,0.755878179,0.62745098,1096,13.99166667,26.44166667,20.19166667,1250,1,NA,Central,Tropical moist deciduous forest,15207.72754,66.5443227,0,1,1,5,1,2,1
404,2010863,201086301,38.54533988,110030,99,6,2,5000,2,1,0,10,1.735030199,0.715555556,5.669099004,3.515625,0.5669099,0.3515625,1096,13.99166667,26.44166667,20.19166667,1250,1,NA,Central,Tropical moist deciduous forest,15207.72754,66.5443227,122,1,1,5,2,1,1
414,2010891,201089101,82.98621136,110020,4,90,2,5000,2,2,1,2,0.142505867,0.062434964,1.153159847,1.066592675,0.576579923,0.533296337,869,17.24166667,30.83333333,24.00833333,566,1,282,Northern,Tropical dry forest,10434.58691,13040.34581,255,1,1,6,2,0,1
415,2010892,201089201,81.37896185,110020,4,90,2,500,2,2,1,1,0,0,1,1,1,1,869,17.24166667,30.83333333,24.00833333,566,1,282,Northern,Tropical dry forest,10434.58691,13040.34581,220,1,1,6,2,0,1
416,2010893,201089301,160.4280611,110020,4,90,2,5000,2,2,1,1,0,0,1,1,1,1,869,17.24166667,30.83333333,24.00833333,566,1,282,Northern,Tropical dry forest,10434.58691,13040.34581,265,1,1,6,2,0,1
417,2010894,201089401,48.93015735,110020,4,90,2,5000,2,2,1,1,0,0,1,1,1,1,869,17.24166667,30.83333333,24.00833333,566,1,282,Northern,Tropical dry forest,10434.58691,13040.34581,200,1,1,6,2,1,1
418,2010901,201090101,12.42896686,110020,6,4,1,0,0,3,3,7,1.886696785,0.84,6.597539554,6.25,0.942505651,0.892857143,879,16.50833333,29.58333333,23.04166667,733,0,0,Eastern,Tropical dry forest,23976.7793,6340.285517,180,2,1,2,1,0,1
419,2010902,201090201,18.63402916,110020,6,4,1,NA,NA,3,3,6,1.372765531,0.67,3.946249092,3.03030303,0.657708182,0.505050505,879,16.50833333,29.58333333,23.04166667,733,0,0,Eastern,Tropical dry forest,23976.7793,6340.285517,270,2,1,2,1,0,1
420,2010903,201090301,24.22446712,110020,6,4,1,NA,NA,3,3,10,2.075845179,0.843100189,7.971280769,6.373493976,0.797128077,0.637349398,879,16.50833333,29.58333333,23.04166667,733,0,0,Eastern,Tropical dry forest,23976.7793,6340.285517,0,2,1,2,1,2,1
421,2010904,201090401,31.69861519,110020,6,4,1,NA,NA,3,3,10,1.760849081,0.732514178,5.81737472,3.738515901,0.581737472,0.37385159,879,16.50833333,29.58333333,23.04166667,733,0,0,Eastern,Tropical dry forest,23976.7793,6340.285517,270,2,1,2,0,2,1
431,2010922,201092201,0,110030,90,90,NA,NA,NA,2,0,0,0,0,0,0,0,0,1116,11.975,30.175,21.05,NA,1,7,NA,Tropical moist deciduous forest,33217.00781,16353.31273,NA,NA,NA,NA,NA,NA,1
432,2010923,201092301,0,110030,90,90,NA,NA,NA,2,4,0,0,0,0,0,0,0,1116,11.975,30.175,21.05,NA,1,7,NA,Tropical moist deciduous forest,33217.00781,16353.31273,NA,NA,NA,NA,NA,NA,1
434,2010971,201097101,77.62869832,110030,90,6,1,NA,0,3,5,20,2.705146993,0.921244444,14.95651503,12.69751693,0.747825751,0.634875847,1200,12.275,27.26666667,19.74166667,1304,0,0,North-Western,Tropical moist deciduous forest,22762.18555,1440.924019,333,3,1,3,1,2,1
435,2010972,201097201,85.69460767,110030,90,6,1,NA,0,3,5,19,2.278371516,0.830013581,9.760772195,5.882822903,0.513724852,0.309622258,1200,12.275,27.26666667,19.74166667,1304,0,0,North-Western,Tropical moist deciduous forest,22762.18555,1440.924019,290,2,1,3,1,2,1
436,2010973,201097301,90.15840114,110030,90,6,1,NA,0,3,5,23,2.505799597,0.875789474,12.25335279,8.050847458,0.532754469,0.350036846,1200,12.275,27.26666667,19.74166667,1304,0,0,North-Western,Tropical moist deciduous forest,22762.18555,1440.924019,65,3,1,3,1,2,1
437,2010974,201097401,80.8728769,110030,90,6,1,NA,0,3,5,21,2.725224525,0.913784308,15.25983976,11.59881657,0.726659036,0.552324598,1200,12.275,27.26666667,19.74166667,1304,0,0,North-Western,Tropical moist deciduous forest,22762.18555,1440.924019,270,10,1,3,1,2,1
448,2010991,201099101,87.59178758,110030,99,6,2,5000,2,2,3,5,1.531421176,0.766942149,4.624744733,4.290780142,0.924948947,0.858156028,1174,12.65,27.45833333,20.025,1216,1,25,North-Western,Tropical moist deciduous forest,13619.08691,5320.263346,360,1,1,3,1,1,1
449,2010992,201099201,85.12675012,110030,99,6,2,5000,2,2,3,11,1.557407513,0.672244898,4.746500039,3.051058531,0.431500004,0.277368957,1174,12.65,27.45833333,20.025,1216,1,25,North-Western,Tropical moist deciduous forest,13619.08691,5320.263346,360,1,1,6,1,1,1
452,2010994,201099401,48.86348339,110030,99,6,2,5000,2,2,3,6,1.308400336,0.625306122,3.70024982,2.668845316,0.616708303,0.444807553,1174,12.65,27.45833333,20.025,1216,1,25,North-Western,Tropical moist deciduous forest,13619.08691,5320.263346,360,1,1,3,1,1,1
453,2011001,201100101,115.5841937,110030,90,6,2,5000,2,2,3,10,1.436072588,0.663140496,4.204151913,2.968596663,0.420415191,0.296859666,1169,12.75833333,27.45833333,20.08333333,1219,0,0,North-Western,Tropical moist deciduous forest,18313.82227,7660.688886,360,3,1,5,1,1,1
454,2011002,201100201,86.57484998,110030,90,6,2,5000,2,2,3,10,1.449110759,0.639053254,4.259325262,2.770491803,0.425932526,0.27704918,1169,12.75833333,27.45833333,20.08333333,1219,0,0,North-Western,Tropical moist deciduous forest,18313.82227,7660.688886,50,2,1,4,0,1,1
457,2011004,201100401,65.79289165,110030,90,6,2,5000,2,3,3,9,1.604457124,0.716066482,4.975157974,3.52195122,0.55279533,0.391327913,1169,12.75833333,27.45833333,20.08333333,1219,0,0,North-Western,Tropical moist deciduous forest,18313.82227,7660.688886,65,3,1,4,1,1,1
458,2011011,201101101,74.29498917,110030,1,4,3,5000,2,2,3,7,1.086147284,0.492283951,2.962837086,1.969604863,0.423262441,0.281372123,1200,12.59166667,27.45833333,19.98333333,1235,1,0,Copperbelt,Tropical moist deciduous forest,14839.87207,7923.60858,335,2,1,5,1,2,1
459,2011012,201101201,59.83647877,110030,1,4,3,5000,2,2,3,6,1.450559516,0.72294887,4.265500461,3.60944206,0.710916744,0.601573677,1200,12.59166667,27.45833333,19.98333333,1235,1,0,Copperbelt,Tropical moist deciduous forest,14839.87207,7923.60858,75,2,1,5,1,2,1
464,2011021,201102101,84.5311615,110030,99,6,3,5000,3,2,5,15,2.127149851,0.83877551,8.390917332,6.202531646,0.559394489,0.41350211,1243,12.51666667,27.59166667,20.01666667,1217,1,NA,Copperbelt,Tropical moist deciduous forest,7519.616211,9194.445948,100,5,4,3,1,1,1
465,2011022,201102201,62.45352019,110030,99,6,3,5000,3,2,5,12,1.836384722,0.778842149,6.273815624,4.52165725,0.522817969,0.376804771,1243,12.51666667,27.59166667,20.01666667,1217,1,NA,Copperbelt,Tropical moist deciduous forest,7519.616211,9194.445948,90,5,4,3,1,1,1
